time_s,Upper airway pressure,compact_skna_1,compact_skna_2,compact_skna_3,skna_med
0.39,0.08000831276144971,0.0007373286707376465,0.0007517317244529321,0.0006691848906182358,0.0007373286707376465
0.4,-0.3392520590361101,0.0007307665371425677,0.0007897367534780972,0.0006900261920473204,0.0007307665371425677
0.41000000000000003,-0.08966051717859497,0.0007333175379904172,0.0007587763040567559,0.0006937849267410396,0.0007333175379904172
0.42,-0.025012247070705037,0.000688855823598751,0.0007120393389960959,0.0006244925331863417,0.000688855823598751
0.43,-0.25930496364441663,0.0007139680941964262,0.0007463327399535253,0.0006872322367250856,0.0007139680941964262
0.44,-0.41354032293177734,0.0007133531547613616,0.0007327852883585833,0.0006918948508771828,0.0007133531547613616
0.45,-0.015950484092722834,0.0007251140154650687,0.0007797051650677944,0.0007065352048791066,0.0007251140154650687
0.46,-0.2000704940375264,0.0007421664228829835,0.00076092371600631,0.0006746554018868147,0.0007421664228829835
0.47000000000000003,-0.34312390388562,0.000769054346144753,0.0007873180521118476,0.0006862239707990154,0.000769054346144753
0.48,-0.16770007619143093,0.0007603551503691582,0.000776708940926791,0.0007293976274456434,0.0007603551503691582
0.49,0.04968703142319315,0.0006830390062625157,0.0007498885570495115,0.000646528614698609,0.0006830390062625157
0.5,0.07837650152433218,0.0007182718013567454,0.0007540566148988495,0.0006918582291454545,0.0007182718013567454
0.51,-0.04871450008234218,0.0007223471130524144,0.0008084852814834321,0.0006654492914007396,0.0007223471130524144
0.52,0.22595390336555546,0.0007007345711231483,0.0007185598876425614,0.0006407053599353804,0.0007007345711231483
0.53,0.13370246055799645,0.0007006947053435883,0.0007386741146980566,0.0006596080852889857,0.0007006947053435883
0.54,-0.24405302485966276,0.00071121538720848,0.0007620985149258867,0.000683352116173142,0.00071121538720848
0.55,-0.12008674886278539,0.0006568247045018465,0.0007525362833817305,0.0006641456372752431,0.0006641456372752431
0.56,-0.42671127299175815,0.0006809853251633267,0.000730962096749346,0.0006505388522670729,0.0006809853251633267
0.5700000000000001,0.2696389964735721,0.0007903871000081344,0.0007979942983665579,0.0007576509165855863,0.0007903871000081344
0.58,-0.097319346335463,0.0006948531415540385,0.0006994118224409589,0.0006702859156325981,0.0006948531415540385
0.59,0.4347813638742893,0.0007220700438006965,0.0007837758363613326,0.0007331380221717751,0.0007331380221717751
0.6,-0.0915927254931982,0.0006783747352409804,0.0007207273315857853,0.0006218525922187374,0.0006783747352409804
0.61,-0.0411762471292044,0.000688985627571574,0.0007593744305792352,0.0006705803608653897,0.000688985627571574
0.62,0.11329888157008448,0.0007155174789923556,0.0007438658835783702,0.000714772913499179,0.0007155174789923556
0.63,0.3543849314192893,0.0007052929031206545,0.0007605554190277103,0.0006849330981289852,0.0007052929031206545
0.64,0.3861780512409578,0.0007206017510483423,0.0007838345443709992,0.0007052900666333224,0.0007206017510483423
0.65,-0.00023071965207740772,0.0007295897780310412,0.000806318523294036,0.0007060948822600396,0.0007295897780310412
0.66,-0.017824995489018416,0.0007289351752419071,0.00075312963431827,0.0006260642347373037,0.0007289351752419071
0.67,-0.1201423143534002,0.0007145037518023715,0.0007373578345189776,0.0006763234029716215,0.0007145037518023715
0.68,0.37187304767402174,0.000750879979170112,0.0008031542154814075,0.0007001772724758138,0.000750879979170112
0.6900000000000001,0.13365650034025953,0.000712916435374838,0.0007587650161593347,0.0006810297287475393,0.000712916435374838
0.7000000000000001,-0.1248726756668122,0.0007013063372967939,0.0007312594453604424,0.0006424871827461125,0.0007013063372967939
0.71,0.18766813749151484,0.0006745542755410313,0.0007476485613183467,0.0006330216767164572,0.0006745542755410313
0.72,0.1331208921125208,0.0006826557266790107,0.0007356690403859203,0.0006492993525113528,0.0006826557266790107
0.73,-0.13844555584197013,0.0007388156641704308,0.0007566992527193634,0.0006901039025536267,0.0007388156641704308
0.74,-0.10555000348955619,0.0007178035699765725,0.0007631062143429976,0.0007078745399457165,0.0007178035699765725
0.75,-0.23515527721541682,0.0007364963500310687,0.0008031930559685568,0.0006943997869922638,0.0007364963500310687
0.76,0.22895976396809128,0.0007060618215117125,0.0007894107021491711,0.0006831838319724103,0.0007060618215117125
0.77,-0.10963339139138446,0.0007464355539819981,0.0007429311103932275,0.0006995444981188985,0.0007429311103932275
0.78,-0.24383363679974024,0.0007592602799335046,0.0008126509498109803,0.0006938892949962098,0.0007592602799335046
0.79,0.2934959803057839,0.0007013247459409497,0.000748013390123536,0.0007064342429931356,0.0007064342429931356
0.8,0.06294439497643571,0.0007002781458727627,0.000776282298011542,0.0006940513345377519,0.0007002781458727627
0.81,-0.4321843433797879,0.0006913865163260123,0.0007804424571469717,0.0006631206711827397,0.0006913865163260123
0.8200000000000001,0.1403741281596761,0.0006957233337674541,0.0007463866576135237,0.0007088058723568108,0.0007088058723568108
0.8300000000000001,-0.3912864432446038,0.0007265744784026959,0.0007488112501067704,0.0006862894235799993,0.0007265744784026959
0.84,-0.1655314933871414,0.0007080190337584928,0.0007200813167172694,0.0006087817283613546,0.0007080190337584928
0.85,0.08722796651420783,0.0007151587656578516,0.0007784986447333564,0.000643217061909044,0.0007151587656578516
0.86,0.08134728317943275,0.000696423449746556,0.0007588400358294287,0.0007182534636786447,0.0007182534636786447
0.87,-0.15596722918144407,0.0006956236212394962,0.0007518390663664192,0.000695262706833317,0.0006956236212394962
0.88,-0.26859881021379284,0.0007365628734168026,0.0008071999138093909,0.0007007791493862806,0.0007365628734168026
0.89,0.3571879757626233,0.0007326701376014459,0.0007625407992191647,0.0006531132330535703,0.0007326701376014459
0.9,0.2962367279434892,0.0007533421525271341,0.0007934541733708913,0.0007062084200018506,0.0007533421525271341
0.91,-0.0609784192031871,0.0007291755375968783,0.0007639717116924071,0.0006671604813397402,0.0007291755375968783
0.92,-0.014103629647325096,0.0007232744710082508,0.0007799027149239578,0.000676540686585587,0.0007232744710082508
0.93,-0.1501109643526285,0.000693306215527769,0.0007482473649046832,0.000675466928917626,0.000693306215527769
0.9400000000000001,-0.06303197090020468,0.0006697778622983505,0.0007333654923419697,0.0006471496151987143,0.0006697778622983505
0.9500000000000001,-0.004175301805465989,0.0007043152518949503,0.0007768908097699958,0.0006641976731079744,0.0007043152518949503
0.96,0.1474854722286278,0.0006808267925229107,0.0007031201448357714,0.0006714743456561407,0.0006808267925229107
0.97,-0.3424004732784552,0.0006695349419970191,0.0007227492725957186,0.0006693754150890979,0.0006695349419970191
0.98,0.07572459285339814,0.0007484720012919328,0.0008196433334412158,0.0007070229931490702,0.0007484720012919328
0.99,0.304539570887183,0.0006910754957091029,0.000740870929305591,0.0006323655727347522,0.0006910754957091029
1.0,-0.07673031701308469,0.0007339439118655474,0.0007599772944936508,0.0006842935705203549,0.0007339439118655474
1.01,-0.20642037265168686,0.0007565848642816412,0.0007956860045495535,0.0007313988293376443,0.0007565848642816412
1.02,0.21239234851582356,0.0007107020140310086,0.0007917171577596234,0.0006852404958074549,0.0007107020140310086
1.03,-0.22774238625562218,0.0007677346450126877,0.0007555170691545092,0.000747644145162052,0.0007555170691545092
1.04,-0.2715278371932487,0.0006781296338311583,0.000768412753314836,0.0006674365242636258,0.0006781296338311583
1.05,-0.3759536794679686,0.0007457542631277169,0.0007335844279711495,0.0006606809773887609,0.0007335844279711495
1.06,0.09198133888777628,0.0006899693781763539,0.0007122274755461744,0.0006734077128977172,0.0006899693781763539
1.07,-0.26209573519850865,0.0007198270437582094,0.0007381791960111574,0.0006750201052797369,0.0007198270437582094
1.08,-0.34806804668369173,0.000749630301407936,0.000788773049463633,0.0006770035585157391,0.000749630301407936
1.09,0.019217978412015026,0.0006748060206262003,0.0007091574546781282,0.0006481894127692522,0.0006748060206262003
1.1,-0.22499208719605046,0.0007229648234773798,0.0007654113679752404,0.0007411595929320863,0.0007411595929320863
1.11,0.11125328266945352,0.0007252516305645249,0.0007572712003917631,0.00069414720535221,0.0007252516305645249
1.12,0.09344134149585076,0.0006929896354393955,0.0007357210469054268,0.0007077171222931437,0.0007077171222931437
1.1300000000000001,0.006291579738157162,0.0007254075117433567,0.000712840901029537,0.0006789925022428234,0.000712840901029537
1.1400000000000001,-0.16586644141711163,0.0007195223695261934,0.0007765709191298543,0.0007534936924604882,0.0007534936924604882
1.1500000000000001,0.15244265980711685,0.0007341367017558045,0.000743354085420746,0.0006951843152429144,0.0007341367017558045
1.16,-0.29496096398127,0.0007509501120026475,0.0007231046822439195,0.000704920724853441,0.0007231046822439195
1.17,0.2200796094291314,0.0007338518902830211,0.0007702124450428269,0.0007002824068393663,0.0007338518902830211
1.18,-0.05672559301258848,0.0007645014807733868,0.0008279486775630155,0.0007426710026505525,0.0007645014807733868
1.19,-0.028839617232083288,0.0007245274040787831,0.0007587253934862066,0.0006862199370264296,0.0007245274040787831
1.2,0.06450200034730001,0.000711856430069009,0.0007184350169124728,0.0006618010224954838,0.000711856430069009
1.21,0.24955922284350157,0.000733554313635327,0.0007905512939064968,0.0007130799677209442,0.000733554313635327
1.22,0.05196047858273156,0.0007046791828898137,0.0007494026350657922,0.0006890148163771391,0.0007046791828898137
1.23,-0.09992747896365933,0.0007287451583457159,0.0008007397231633841,0.0006880768557500235,0.0007287451583457159
1.24,0.10855457784235685,0.0007756465245974525,0.0007929566305517955,0.0006884085786530032,0.0007756465245974525
1.25,0.21863738813878372,0.0006892133121961979,0.0008024196049587219,0.0007450508948877296,0.0007450508948877296
1.26,0.1970035828233583,0.0007679282596458121,0.0008218249809211769,0.0007264921768989705,0.0007679282596458121
1.27,0.034940378595794984,0.0006939791711745553,0.0007448699986399367,0.0006879518947609721,0.0006939791711745553
1.28,0.04036308892506771,0.0007149305005803285,0.0007733701563663643,0.0006675051011872621,0.0007149305005803285
1.29,0.07245197350301345,0.0006844455951015663,0.0007241028425909676,0.0006972192352811865,0.0006972192352811865
1.3,0.1638882064258901,0.0007247933727725467,0.0007931894719208116,0.000698995534115719,0.0007247933727725467
1.31,-0.03230984577382704,0.000697612086050475,0.0006742372887538554,0.0007119415395915831,0.000697612086050475
1.32,0.029594910258082686,0.000793989934271238,0.0008175046118963575,0.0007448018953114946,0.000793989934271238
1.33,0.02381994216479145,0.000725286503982866,0.0007494985442495774,0.0007109498131949458,0.000725286503982866
1.34,-0.2854895601376002,0.0007160874548058565,0.0007409319597388763,0.0006506053786795601,0.0007160874548058565
1.35,-0.12806033317754725,0.0006763079712556965,0.0007744506407823753,0.0006481105104966637,0.0006763079712556965
1.36,0.1971060847879773,0.0007549552155815928,0.0007920080013056566,0.0007039036412262907,0.0007549552155815928
1.37,0.39055850775241713,0.0007538610463042482,0.0008022237871459896,0.0007202344569353676,0.0007538610463042482
1.3800000000000001,0.012363026806981077,0.0007836852789535004,0.000842886333938043,0.0007382713517287921,0.0007836852789535004
1.3900000000000001,-0.025962742283825103,0.0008069366853709214,0.0008203436059940054,0.000785977355907481,0.0008069366853709214
1.4000000000000001,-0.11200188286589388,0.0007701318177493323,0.0007571838664892816,0.0007116238520286222,0.0007571838664892816
1.41,-0.48475030511520595,0.0007089799460567716,0.0007520784947714191,0.0006761569150416461,0.0007089799460567716
1.42,0.3099413785289764,0.0006617776014258371,0.0007124931503060291,0.0006839106154465655,0.0006839106154465655
1.43,-0.15881847227186763,0.0007248627007489866,0.0007738503626120536,0.0007089185248272212,0.0007248627007489866
1.44,-0.3338235013459556,0.0007237028112138524,0.0007762981887557394,0.0006494638266186726,0.0007237028112138524
1.45,0.05902205560303361,0.000727046951062123,0.0007851619381814337,0.0007137832642009953,0.000727046951062123
1.46,-0.001605089567747504,0.0006865817696303185,0.000738563410865798,0.0006903838052438524,0.0006903838052438524
1.47,0.4264416112694888,0.0007352299130130291,0.0007783727439589461,0.0006906600473115282,0.0007352299130130291
1.48,0.09694613857276536,0.0007367042733830468,0.0007702711989122118,0.0007039518805700307,0.0007367042733830468
1.49,0.3171288559474268,0.0007413999626287569,0.0007457545103844422,0.0007331784598791903,0.0007413999626287569
1.5,0.14336330414134432,0.0007111648065985523,0.000751347718691595,0.0007355148517414378,0.0007355148517414378
1.51,-0.11935009758050308,0.0006987155493383744,0.0007449497296055062,0.0006601656916339833,0.0006987155493383744
1.52,0.5031912280932171,0.0006780402169130803,0.0007160564161634416,0.0006671773588295109,0.0006780402169130803
1.53,0.326221701165369,0.0007449342177747205,0.0007696737073335447,0.0006989870543722384,0.0007449342177747205
1.54,0.11569113930722041,0.0007356751738722168,0.0007718417759428218,0.0006592028191016212,0.0007356751738722168
1.55,0.22393573214196474,0.0007967171105446844,0.0008427398814529041,0.0007420513503655353,0.0007967171105446844
1.56,0.07119803473222457,0.000785219219688593,0.0007880044869842878,0.0006637334133268863,0.000785219219688593
1.57,0.047571804243332516,0.0007552865649664709,0.0007789401085601646,0.0007238462496618587,0.0007552865649664709
1.58,0.09935893234327714,0.0007444534112309641,0.0007784751345250505,0.000740770193287754,0.0007444534112309641
1.59,0.4225902983549749,0.0006877079226158737,0.0007250769348317118,0.0006389558009358285,0.0006877079226158737
1.6,0.24841482158432804,0.0007284006887757677,0.0007563910508338118,0.0007207342208710049,0.0007284006887757677
1.61,0.00022556124773457796,0.0006972914145664653,0.0007446903982083919,0.0007242102761127564,0.0007242102761127564
1.62,0.04663274959882763,0.0007828512589835096,0.0008566553038223871,0.000751727199124694,0.0007828512589835096
1.6300000000000001,-0.3123663821877456,0.000719111219293071,0.0007666379711520287,0.0006929181067372842,0.000719111219293071
1.6400000000000001,0.02955622662645864,0.0007634489179129386,0.0007821575120985152,0.0007143961294621744,0.0007634489179129386
1.6500000000000001,0.12598665249531057,0.0006845171899640045,0.0007421482273138303,0.0006688410796855068,0.0006845171899640045
1.6600000000000001,0.08414747751434144,0.0007376823385181,0.0008638723235850409,0.0007278337545799219,0.0007376823385181
1.67,0.042249517720860434,0.0007506297275265784,0.000758782007350017,0.0006922195625212289,0.0007506297275265784
1.68,-0.13176366118788807,0.0007194627857468264,0.00075524834063077,0.0007079198713707623,0.0007194627857468264
1.69,0.18253184254055488,0.0007038214098202188,0.0007592917820254317,0.0007007693051089926,0.0007038214098202188
1.7,0.20543005272768197,0.0007123379232041042,0.0007332537833969506,0.0006605220117576218,0.0007123379232041042
1.71,0.01788672080375949,0.0007389853019571003,0.0007645173242867283,0.0007278010038179696,0.0007389853019571003
1.72,0.01837426433470379,0.0007217719913532213,0.0007595294671639851,0.0007067652451948729,0.0007217719913532213
1.73,-0.0040295820374023125,0.0007088327716412165,0.0007507954731107702,0.000697163318543136,0.0007088327716412165
1.74,0.0638417056232713,0.0007063616602963466,0.0007079958317365219,0.00065902773852353,0.0007063616602963466
1.75,0.10661278612817814,0.0007203951022538921,0.0007682467532900731,0.0007285189981641684,0.0007285189981641684
1.76,-0.3305004859040084,0.0007619663772477251,0.000799443223635705,0.000788420731506505,0.000788420731506505
1.77,-0.09364876919373852,0.000750557828884706,0.0007544793883056187,0.0007051859849390127,0.000750557828884706
1.78,-0.2545274522079319,0.000717085737952388,0.0007903905927105193,0.0007005182339213959,0.000717085737952388
1.79,-0.10890266361083101,0.0007298315522054706,0.0007658595114274602,0.0007230748131818924,0.0007298315522054706
1.8,0.24472841222658281,0.0007353366411374936,0.0007807604362216603,0.0006821063020221221,0.0007353366411374936
1.81,-0.19843316477737558,0.0007346949966189443,0.0007969269052748994,0.0006743822521681982,0.0007346949966189443
1.82,-0.31929721391895755,0.0007256289711529261,0.0007876037616462455,0.0006779707082434393,0.0007256289711529261
1.83,-0.26652762167135513,0.0007217435873927607,0.0008074937328807477,0.00071916633595473,0.0007217435873927607
1.84,0.053562920065837565,0.0007210549824191003,0.0007659216729104085,0.0007132870789572893,0.0007210549824191003
1.85,0.14293656838690458,0.0007423560803456621,0.0008084707443418165,0.0007433762730624073,0.0007433762730624073
1.86,0.004463142349317926,0.0007482745573470148,0.0007650285446760387,0.0006731418715798649,0.0007482745573470148
1.87,-0.4177609781800549,0.0006644167631413385,0.0007397816054319081,0.0006973873551880994,0.0006973873551880994
1.8800000000000001,-0.14237435946378915,0.0006937753488423574,0.0007512213739582222,0.0006750458834782212,0.0006937753488423574
1.8900000000000001,0.32729228922051445,0.0007835325972897228,0.0008163431889064197,0.0007411622323455091,0.0007835325972897228
1.9000000000000001,0.0191324266113119,0.0007757499355618932,0.0008186407445678809,0.0007527569150489249,0.0007757499355618932
1.9100000000000001,-0.41739774854103323,0.0007168072886503477,0.0007579484483560335,0.0006815847841725608,0.0007168072886503477
1.92,-0.16545837201848354,0.0007258056999210024,0.0007760407275485636,0.000685300500786864,0.0007258056999210024
1.93,-0.41709072579904627,0.0007842824165871244,0.0008189196324211739,0.0007100904295674607,0.0007842824165871244
1.94,-0.09754227331280294,0.0006993968935918105,0.0007066501523408707,0.0006225882682437874,0.0006993968935918105
1.95,0.022549743522034385,0.0006662676768870267,0.0007133329549126241,0.0006728689802613961,0.0006728689802613961
1.96,-0.03256448599867001,0.0007656031902734305,0.0007830077361498445,0.0007548122408829326,0.0007656031902734305
1.97,-0.07876772683242084,0.000726122009875217,0.0007814657295310176,0.0006770809672024893,0.000726122009875217
1.98,0.41675800280325836,0.0007279779403085994,0.0007956206709870489,0.0006636265666361807,0.0007279779403085994
1.99,0.0441044659690286,0.0006888850337856612,0.0007832626062504969,0.00070853917188137,0.00070853917188137
2.0,-0.07080902271116134,0.0007316015043518211,0.0007781759699223442,0.0006964819357705052,0.0007316015043518211
2.0100000000000002,0.1549299284716666,0.000747871513502343,0.0008387459489340459,0.0007431444551420409,0.000747871513502343
2.02,0.15643064231791823,0.0007087234881945773,0.0007600035978251209,0.0007165906865988013,0.0007165906865988013
2.0300000000000002,0.08234925717174028,0.0007419005891005812,0.0007821976316114781,0.0007029321120772629,0.0007419005891005812
2.04,0.5484038487831887,0.0006672603092648832,0.0006891035028651925,0.0006593715547612776,0.0006672603092648832
2.05,-0.14971686035028783,0.0007183835824290337,0.0007635493499553183,0.0006969560917083161,0.0007183835824290337
2.06,0.25303142724690836,0.0007201946512151543,0.000732059836440224,0.0006333451365093924,0.0007201946512151543
2.07,0.23344397616461296,0.0007019884340757881,0.0007699888401620061,0.0006574272245584352,0.0007019884340757881
2.08,-0.2907637581231603,0.0006968792402157189,0.0007749664291134835,0.0006584821916170428,0.0006968792402157189
2.09,0.10963376250084603,0.0007080877572318285,0.0007637136498048911,0.0006558314246405999,0.0007080877572318285
2.1,-0.1921454470067624,0.0007422427480611461,0.0008047949273592433,0.0007009252016623077,0.0007422427480611461
2.11,0.015902456828955663,0.0006898053126229146,0.000723830771336669,0.0006819266864867993,0.0006898053126229146
2.12,0.24864227083064294,0.0007385818697541755,0.0007210200782919363,0.0006992687445223755,0.0007210200782919363
2.13,0.028492913913572077,0.0006963144881400223,0.0007427361142798844,0.0006437953321328949,0.0006963144881400223
2.14,-0.4379546853418645,0.0007451240973370978,0.0007769637778109876,0.00066456675298562,0.0007451240973370978
2.15,0.15852713069400864,0.0007625356687457309,0.0008058934981029258,0.0007222785311826593,0.0007625356687457309
2.16,-0.3139675724050421,0.0006909854248139047,0.0007768427953368756,0.0007105890868796597,0.0007105890868796597
2.17,-0.0947119063933147,0.0007616585151971325,0.0008205196131572469,0.0007223473869032622,0.0007616585151971325
2.18,0.2471161862493134,0.0007414275569394903,0.0007566394130994537,0.0007111144013453578,0.0007414275569394903
2.19,-0.23365975086901375,0.0007160223845028169,0.000728734977735994,0.0006891516657956114,0.0007160223845028169
2.2,0.09943932327520534,0.0007132705927043765,0.000778726132509584,0.0006787235128113199,0.0007132705927043765
2.21,-0.14520997487661624,0.0007311145899443267,0.0007639106636065265,0.0006873938870041259,0.0007311145899443267
2.22,-0.45204854753297297,0.0007336362140633557,0.0007947842837726666,0.0006965737562744432,0.0007336362140633557
2.23,-0.1462671286694643,0.0007126129961041045,0.0007007327139434047,0.0006228894175867302,0.0007007327139434047
2.24,-0.1335646895926604,0.0007025163369602798,0.0007602764572016688,0.0007055871008318939,0.0007055871008318939
2.25,-0.2582825418549399,0.0007203945828258375,0.000787105537452365,0.0006731345094082268,0.0007203945828258375
2.2600000000000002,0.004201843126270754,0.000817861595326115,0.0008455465198576529,0.0007846516580346383,0.000817861595326115
2.27,0.014975952850224936,0.0007727933776659116,0.0008141095075016014,0.0007019368789590564,0.0007727933776659116
2.2800000000000002,-0.08641852254381448,0.0007312969959010991,0.0007517688765450164,0.0006841438484972538,0.0007312969959010991
2.29,-0.08069561562571259,0.0007715263288566069,0.0007636559752197732,0.0006432760019822664,0.0007636559752197732
2.3000000000000003,0.1356020781220675,0.0006793697406597668,0.0006997392166821375,0.0006458476345778681,0.0006793697406597668
2.31,-0.2762986003124345,0.0006883336563653084,0.0007452053758094108,0.0006905862341541003,0.0006905862341541003
2.32,0.24291955295757728,0.0007276007498172351,0.0007808709401502158,0.0007241847505612462,0.0007276007498172351
2.33,-0.12738139465907236,0.0007742539968648541,0.000809864819683159,0.0007442345181461326,0.0007742539968648541
2.34,-0.07204067807412258,0.0007282322663197166,0.0007469856311377642,0.0006935023604476008,0.0007282322663197166
2.35,-0.1879111256450532,0.0007485324734857411,0.0007390558766771852,0.0006976907211547537,0.0007390558766771852
2.36,-0.23789350490946176,0.0006694749868682758,0.0006836557926574875,0.0006636353994641644,0.0006694749868682758
2.37,0.204224495047251,0.0007283651376260353,0.0007778105409758291,0.0006777784563538863,0.0007283651376260353
2.38,-0.1677752026908284,0.0006840995103036266,0.0007515830005607012,0.0006601046814587912,0.0006840995103036266
2.39,0.10417239688309841,0.0006649328806076634,0.0007724068032232889,0.0006970573558594728,0.0006970573558594728
2.4,0.08209529251557536,0.0007004801292714123,0.0007216980952453788,0.0006981486651817113,0.0007004801292714123
2.41,-0.05052821312783639,0.000699810005519064,0.0007662524796968422,0.0006878645532639098,0.000699810005519064
2.42,0.22544982851043935,0.0006903880773334199,0.0007056907812132129,0.0006388473516283171,0.0006903880773334199
2.43,0.020143412740712748,0.0006520243372074437,0.0007279717602581334,0.0006448757384563302,0.0006520243372074437
2.44,-0.4397339309731847,0.0007623014201305171,0.000880279221308659,0.0007249704098374842,0.0007623014201305171
2.45,-0.12933614560491732,0.0006948215939830358,0.0007494764929064088,0.0006726195182959394,0.0006948215939830358
2.46,0.5587025306771845,0.000701280539938747,0.0007211399506854381,0.0006922682479538465,0.000701280539938747
2.47,0.009445682810074692,0.0007668733657180708,0.0008087383391289621,0.0007475799136069335,0.0007668733657180708
2.48,-0.016471928194835603,0.0008278481630004073,0.0008346484748583809,0.0007614541353288431,0.0008278481630004073
2.49,0.20506375976541072,0.0007203733677922231,0.0007361285674127631,0.0007079536028990073,0.0007203733677922231
2.5,0.2923749490595224,0.0006996890846407091,0.0007242484551509771,0.0006830967276251567,0.0006996890846407091
2.5100000000000002,-0.18991682766787868,0.0007585205973171813,0.0007797983386935886,0.0007318660527507034,0.0007585205973171813
2.52,0.0037473589106760373,0.0007957466663627472,0.0007675164091078347,0.000708209306366091,0.0007675164091078347
2.5300000000000002,-0.00028358575351843877,0.0006937033457028642,0.000704235503767094,0.0006728967743614427,0.0006937033457028642
2.54,-0.29308778341456987,0.0007150839114244587,0.0007971561466142035,0.0006629419023383321,0.0007150839114244587
2.5500000000000003,-0.04241200793562997,0.000738710826850558,0.0007767860246889293,0.000688712326952782,0.000738710826850558
2.56,0.04421252589300017,0.0007192395188978604,0.0008032253934170447,0.0006828933955346815,0.0007192395188978604
2.57,-0.04037299993172483,0.0007005426418566485,0.0007367832741436494,0.0006833547268266488,0.0007005426418566485
2.58,0.4080481195828301,0.000739957243949264,0.0007171518669931194,0.000676887284610606,0.0007171518669931194
